memberNumber,purchaseDate,itemName,Frequency
3601,2016-04-01,whole milk,1
3176,2016-05-25,bottled beer,1
2568,2016-07-22,pork,1
1856,2016-10-26,root vegetables,1
3859,2016-09-30,canned beer,1
1668,2016-08-21,citrus fruit,1
4499,2016-08-23,pip fruit,1
1753,2016-08-21,root vegetables,1
3829,2016-06-25,tropical fruit,1
4825,2016-01-08,beef,1
3694,2016-11-10,chicken,1
4147,2016-01-02,citrus fruit,1
2196,2016-10-09,meat,1
2229,2016-05-22,cream cheese,1
4724,2016-09-03,citrus fruit,1
3066,2016-10-11,specialty bar,1
1120,2016-06-08,meat,1
4769,2016-08-22,citrus fruit,1
4711,2016-09-17,frankfurter,1
2391,2016-06-22,citrus fruit,1
1216,2016-03-04,turkey,1
3154,2016-05-14,citrus fruit,1
3911,2016-07-30,sausage,1
3111,2016-10-15,newspapers,1
1385,2016-11-26,whole milk,1
1158,2016-03-21,yogurt,1
2733,2016-07-22,yogurt,1
4999,2016-12-26,bottled water,1
2882,2016-06-12,berries,1
2590,2016-06-25,packaged fruit/vegetables,1
4249,2016-08-04,frankfurter,1
3012,2016-05-03,nuts/prunes,1
1533,2016-11-07,citrus fruit,1
1667,2016-01-12,beef,1
4323,2016-05-13,whole milk,1
2087,2016-02-22,other vegetables,1
1853,2016-05-31,beef,1
2157,2016-10-29,fish,1
1136,2016-10-29,other vegetables,1
2049,2016-10-07,tropical fruit,1
3122,2016-05-02,coffee,1
2245,2016-05-15,sausage,1
4746,2016-10-18,meat,1
4224,2016-02-24,chicken,1
4219,2016-03-19,berries,1
2641,2016-01-01,frozen meals,1
3173,2016-07-25,whipped/sour cream,1
2191,2016-10-19,beef,1
4212,2016-04-07,chicken,1
1902,2016-12-01,chicken,1
1347,2016-03-27,beef,1
1578,2016-06-23,packaged fruit/vegetables,1
1264,2016-11-23,sugar,1
4632,2016-09-30,frankfurter,1
3452,2016-11-01,berries,1
4822,2016-02-10,bottled water,1
3987,2016-06-18,sausage,1
1672,2016-10-07,whole milk,1
4864,2016-12-01,ice cream,1
3368,2016-03-09,frankfurter,1
1283,2016-09-22,root vegetables,1
4428,2016-06-28,sausage,1
2577,2016-10-25,sausage,1
1973,2016-10-24,beef,1
3284,2016-01-23,fruit/vegetable juice,1
1905,2016-05-19,sugar,1
2226,2016-03-09,berries,1
1932,2016-09-04,yogurt,1
4506,2016-08-11,pork,1
1843,2016-11-27,bottled beer,1
3973,2016-07-27,curd,1
1651,2016-07-28,beef,1
3997,2016-10-12,pork,1
4796,2016-08-25,white bread,1
1245,2016-09-24,grapes,1
3579,2016-08-17,potato products,1
4387,2016-02-10,root vegetables,1
2496,2016-06-29,chicken,1
3590,2016-03-28,chicken,1
2890,2016-04-26,fish,1
1401,2016-01-27,canned beer,1
3297,2016-05-21,other vegetables,1
2867,2016-12-23,chicken,1
1365,2016-05-20,other vegetables,1
2355,2016-07-24,tropical fruit,1
1170,2016-03-19,whole milk,1
3554,2016-03-21,beef,1
4171,2016-01-26,sausage,1
3963,2016-09-17,whole milk,1
3076,2016-12-08,rolls/buns,1
1629,2016-05-17,citrus fruit,1
1366,2016-05-30,whole milk,1
3677,2016-07-29,pastry,1
2844,2016-05-21,tropical fruit,1
4509,2016-09-28,sliced cheese,1
3245,2016-05-11,soda,1
2294,2016-06-22,ham,1
1234,2016-11-20,salty snack,1
3001,2016-12-24,whole milk,1
3587,2016-08-05,root vegetables,1
2700,2016-01-22,soda,1
3838,2016-12-14,curd,1
4045,2016-12-22,bottled water,1
1858,2016-04-25,packaged fruit/vegetables,1
2280,2016-01-11,tropical fruit,1
2454,2016-04-06,ham,1
4437,2016-10-09,pork,1
1685,2016-03-30,beverages,1
2349,2016-02-26,sausage,1
1463,2016-12-24,sausage,1
3470,2016-02-19,root vegetables,1
4914,2016-11-29,whole milk,1
2448,2016-08-31,frankfurter,1
3387,2016-05-10,soda,1
3167,2016-11-04,soda,1
3175,2016-03-17,frankfurter,1
2678,2016-09-21,berries,1
4627,2016-12-18,canned beer,1
1773,2016-10-17,frankfurter,1
3100,2016-05-23,frankfurter,1
3232,2016-05-29,berries,1
3673,2016-08-12,frankfurter,1
4068,2016-11-19,newspapers,1
2340,2016-10-07,frozen fish,1
1930,2016-03-01,tropical fruit,1
3526,2016-06-02,beef,1
1617,2016-02-10,rolls/buns,1
1028,2016-07-11,specialty chocolate,1
4440,2016-12-01,sparkling wine,1
3554,2016-07-23,citrus fruit,1
1632,2016-12-15,onions,1
1429,2016-02-07,whole milk,1
1225,2016-05-20,photo/film,1
2509,2016-07-15,hamburger meat,1
4945,2016-08-02,other vegetables,1
4342,2016-03-18,whole milk,1
1832,2016-09-28,pork,1
1518,2016-06-21,tropical fruit,1
1512,2016-09-20,chicken,1
4818,2016-03-20,other vegetables,1
4686,2016-08-19,sausage,1
4986,2016-02-01,whole milk,1
2755,2016-02-06,rolls/buns,1
4532,2016-11-29,hygiene articles,1
2070,2016-08-16,ice cream,1
1894,2016-05-09,curd,1
3473,2016-01-25,whole milk,1
2140,2016-09-28,onions,1
3286,2016-12-23,finished products,1
4729,2016-04-08,salt,1
3204,2016-02-20,tropical fruit,1
1574,2016-04-18,other vegetables,1
3361,2016-07-22,chocolate,1
1776,2016-02-25,ice cream,1
2009,2016-10-11,tropical fruit,1
3479,2016-03-24,frankfurter,1
2394,2016-11-22,butter,1
1337,2016-12-25,other vegetables,1
3574,2016-06-13,tropical fruit,1
1727,2016-07-18,citrus fruit,1
1016,2016-10-05,UHT-milk,1
4326,2016-01-21,beef,1
2212,2016-09-22,curd,1
1990,2016-08-01,citrus fruit,1
3836,2016-12-06,yogurt,1
4560,2016-07-01,bottled beer,1
1119,2016-02-04,grapes,1
1379,2016-05-18,pork,1
1658,2016-09-03,sausage,1
2948,2016-06-16,frankfurter,1
1273,2016-05-04,artif. sweetener,1
1155,2016-12-27,frankfurter,1
1672,2016-02-05,pip fruit,1
3841,2016-04-02,frankfurter,1
1683,2016-08-20,whole milk,1
1774,2016-08-07,domestic eggs,1
4441,2016-06-17,packaged fruit/vegetables,1
1929,2016-05-02,chicken,1
1273,2016-01-31,pork,1
2920,2016-10-11,citrus fruit,1
2467,2016-04-18,light bulbs,1
2678,2016-11-28,cream cheese,1
3423,2016-06-02,sausage,1
4223,2016-07-19,citrus fruit,1
2846,2016-09-23,other vegetables,1
4103,2016-07-26,chicken,1
4789,2016-05-02,ice cream,1
4916,2016-02-26,pork,1
2518,2016-05-03,pork,1
2622,2016-03-07,onions,1
4321,2016-01-29,tropical fruit,1
2050,2016-06-28,whipped/sour cream,1
2146,2016-06-20,berries,1
3938,2016-05-26,berries,1
1636,2016-09-19,rolls/buns,1
4694,2016-07-29,ice cream,1
2432,2016-07-07,coffee,1
4937,2016-05-18,whole milk,1
1293,2016-03-01,whole milk,1
2883,2016-02-17,citrus fruit,1
2267,2016-01-30,beef,1
3997,2016-06-09,pork,1
4792,2016-07-20,turkey,1
2292,2016-03-25,margarine,1
1018,2016-05-23,butter milk,1
4922,2016-02-13,beef,1
3151,2016-09-25,bottled water,1
2517,2016-07-04,pip fruit,1
1499,2016-05-17,whole milk,1
4993,2016-01-21,chocolate,1
1606,2016-11-11,frankfurter,1
2918,2016-08-10,whole milk,1
1815,2016-01-13,sausage,1
4524,2016-07-05,grapes,1
1395,2016-06-11,brown bread,1
3456,2016-06-16,root vegetables,1
1597,2016-02-05,UHT-milk,1
2315,2016-05-02,onions,1
4095,2016-09-29,beef,1
3680,2016-11-24,pork,1
2847,2016-11-23,canned beer,1
3426,2016-10-25,yogurt,1
4750,2016-08-04,yogurt,1
1384,2016-08-09,pip fruit,1
3120,2016-08-09,meat,1
1081,2016-04-25,coffee,1
1171,2016-05-05,bottled water,1
4932,2016-07-08,bottled beer,1
4189,2016-09-11,sausage,1
4455,2016-09-09,shopping bags,1
2928,2016-02-11,pork,1
4817,2016-03-18,frankfurter,1
4257,2016-06-28,ice cream,1
4254,2016-07-20,root vegetables,1
4071,2016-09-19,sausage,1
2109,2016-10-28,sausage,1
1412,2016-07-05,root vegetables,1
4088,2016-09-23,canned vegetables,1
4056,2016-10-20,tropical fruit,1
4441,2016-05-05,grapes,1
4363,2016-07-01,whole milk,1
2107,2016-11-27,frankfurter,1
2941,2016-02-23,dessert,1
1497,2016-07-26,shopping bags,1
2211,2016-01-01,butter,1
3510,2016-01-02,frankfurter,1
4074,2016-05-27,pork,1
3190,2016-11-21,whole milk,1
2297,2016-03-01,brown bread,1
3311,2016-07-01,frozen fish,1
3085,2016-01-21,soda,1
3693,2016-11-16,whole milk,1
4859,2016-07-07,pork,1
2125,2016-06-25,whipped/sour cream,1
2261,2016-04-04,frankfurter,1
3679,2016-11-27,grapes,1
4165,2016-08-18,sausage,1
3538,2016-03-01,citrus fruit,1
3913,2016-02-19,ham,1
2336,2016-04-14,chewing gum,1
3549,2016-08-01,beef,1
4434,2016-09-21,beef,1
2854,2016-02-08,other vegetables,1
3413,2016-02-08,frankfurter,1
1780,2016-10-13,canned fish,1
2899,2016-09-06,sausage,1
2106,2016-08-13,bottled water,1
3929,2016-07-30,specialty cheese,1
3857,2016-10-01,bottled water,1
4459,2016-12-18,bottled water,1
4551,2016-07-28,chicken,1
4042,2016-12-17,frankfurter,1
2599,2016-05-06,chicken,1
1045,2016-11-25,chicken,1
4677,2016-01-24,butter,1
1580,2016-06-14,citrus fruit,1
3269,2016-10-07,whipped/sour cream,1
4368,2016-01-29,frankfurter,1
1111,2016-11-20,beef,1
4841,2016-09-13,chicken,1
3047,2016-09-07,sausage,1
4349,2016-03-14,citrus fruit,1
3580,2016-11-24,ice cream,1
2370,2016-07-18,specialty chocolate,1
3094,2016-06-28,frankfurter,1
1146,2016-09-12,pork,1
2287,2016-12-16,UHT-milk,1
3911,2016-08-23,UHT-milk,1
4891,2016-04-19,cookware,1
4837,2016-12-02,citrus fruit,1
4464,2016-10-21,sausage,1
2940,2016-10-18,frankfurter,1
4972,2016-02-06,citrus fruit,1
4890,2016-07-03,ham,1
4295,2016-07-17,ham,1
2729,2016-09-24,bottled water,1
1125,2016-11-19,popcorn,1
1850,2016-01-11,tropical fruit,1
2928,2016-09-22,frankfurter,1
3717,2016-05-30,hamburger meat,1
3809,2016-03-24,soda,1
3437,2016-02-02,sausage,1
1481,2016-01-17,yogurt,1
1050,2016-05-04,meat,1
2918,2016-03-16,red/blush wine,1
4499,2016-08-08,UHT-milk,1
4117,2016-01-06,brown bread,1
1630,2016-05-22,semi-finished bread,1
3715,2016-05-11,whole milk,1
3512,2016-11-17,cat food,1
1197,2016-04-27,citrus fruit,1
3958,2016-03-04,citrus fruit,1
4890,2016-09-14,meat,1
3112,2016-05-19,rolls/buns,1
4502,2016-11-22,root vegetables,1
4719,2016-06-01,tropical fruit,1
1516,2016-01-28,brown bread,1
4281,2016-10-18,shopping bags,1
1566,2016-04-30,grapes,1
4641,2016-11-29,ham,1
2561,2016-02-26,root vegetables,1
2344,2016-12-17,ice cream,1
2643,2016-04-21,tropical fruit,1
3236,2016-04-09,finished products,1
4863,2016-12-30,dessert,1
2264,2016-01-12,sparkling wine,1
3168,2016-03-20,other vegetables,1
1282,2016-11-18,misc. beverages,1
2832,2016-11-02,other vegetables,1
3067,2016-11-27,misc. beverages,1
1847,2016-04-17,dessert,1
3525,2016-02-14,frankfurter,1
1231,2016-10-14,sausage,1
3471,2016-03-28,meat,1
2421,2016-11-22,sausage,1
4092,2016-06-14,onions,1
1577,2016-03-16,beef,1
3463,2016-06-13,pip fruit,1
3518,2016-08-01,ham,1
4325,2016-10-14,yogurt,1
4947,2016-11-18,citrus fruit,1
2194,2016-01-11,other vegetables,1
2868,2016-03-20,pork,1
3211,2016-09-30,bathroom cleaner,1
4537,2016-01-01,ham,1
2243,2016-09-15,grapes,1
2399,2016-01-21,pastry,1
4133,2016-01-22,citrus fruit,1
2937,2016-06-17,photo/film,1
1029,2016-03-14,dessert,1
4384,2016-09-22,citrus fruit,1
3756,2016-07-22,soda,1
1646,2016-06-19,chewing gum,1
3066,2016-11-30,root vegetables,1
1259,2016-11-27,pork,1
2245,2016-01-28,turkey,1
3289,2016-03-01,tropical fruit,1
3742,2016-08-22,sausage,1
4537,2016-04-09,sausage,1
4531,2016-09-29,pork,1
3764,2016-10-05,sausage,1
1581,2016-08-13,grapes,1
2859,2016-02-11,grapes,1
2175,2016-03-06,other vegetables,1
1301,2016-11-03,pot plants,1
3465,2016-11-01,bottled water,1
2203,2016-06-27,prosecco,1
2113,2016-08-16,UHT-milk,1
3072,2016-01-26,bottled water,1
2805,2016-08-17,rolls/buns,1
2511,2016-07-14,specialty chocolate,1
2120,2016-01-26,beef,1
2346,2016-04-24,tropical fruit,1
2071,2016-10-14,beef,1
2610,2016-02-26,rolls/buns,1
3489,2016-11-18,berries,1
3458,2016-08-13,sausage,1
4869,2016-02-06,chicken,1
2580,2016-04-11,sausage,1
3305,2016-06-24,shopping bags,1
3811,2016-06-24,canned beer,1
1782,2016-08-16,soda,1
3050,2016-04-07,yogurt,1
4924,2016-09-14,rolls/buns,1
1480,2016-11-21,rolls/buns,1
3508,2016-08-15,whole milk,1
2545,2016-11-18,citrus fruit,1
3638,2016-06-06,citrus fruit,1
3971,2016-12-30,brown bread,1
4536,2016-04-06,tropical fruit,1
2707,2016-06-12,frankfurter,1
1382,2016-09-29,coffee,1
4648,2016-09-14,ham,1
2699,2016-04-18,other vegetables,1
3119,2016-02-05,sausage,1
4695,2016-09-09,pork,1
4778,2016-08-24,citrus fruit,1
3451,2016-04-26,tropical fruit,1
2221,2016-12-16,other vegetables,1
4217,2016-11-23,pork,1
1334,2016-06-07,chicken,1
2499,2016-11-22,root vegetables,1
3585,2016-07-21,citrus fruit,1
3161,2016-11-08,fruit/vegetable juice,1
2434,2016-06-06,beef,1
4448,2016-01-06,frankfurter,1
4597,2016-07-13,frankfurter,1
4584,2016-10-09,beef,1
1606,2016-03-10,ham,1
3323,2016-11-12,shopping bags,1
1308,2016-03-14,pork,1
1331,2016-10-07,condensed milk,1
2386,2016-01-30,chicken,1
3910,2016-02-28,sausage,1
4274,2016-08-01,bottled beer,1
3101,2016-01-21,chicken,1
4416,2016-12-23,finished products,1
2375,2016-12-09,pork,1
1819,2016-09-09,root vegetables,1
3981,2016-10-02,domestic eggs,1
3553,2016-06-01,domestic eggs,1
3846,2016-01-28,bottled water,1
3037,2016-02-23,cling film/bags,1
3469,2016-02-09,other vegetables,1
1601,2016-12-09,whole milk,1
4040,2016-03-03,sausage,1
3926,2016-06-07,sausage,1
4201,2016-10-14,tropical fruit,1
4274,2016-09-30,frankfurter,1
2665,2016-04-13,frozen potato products,1
3153,2016-10-08,frankfurter,1
2691,2016-09-07,frankfurter,1
4022,2016-07-31,chicken,1
3716,2016-11-10,tropical fruit,1
4537,2016-10-12,bottled beer,1
4875,2016-06-11,citrus fruit,1
3822,2016-09-25,hamburger meat,1
3609,2016-12-12,chicken,1
4428,2016-08-23,pork,1
3947,2016-04-16,rolls/buns,1
2448,2016-08-17,bottled water,1
2688,2016-04-11,sausage,1
3764,2016-07-24,frozen potato products,1
4523,2016-08-24,frankfurter,1
3698,2016-08-30,sausage,1
3898,2016-08-21,tropical fruit,1
1761,2016-10-02,bottled beer,1
2689,2016-01-11,bottled beer,1
1627,2016-04-11,rolls/buns,1
4629,2016-11-16,citrus fruit,1
2790,2016-12-30,yogurt,1
4496,2016-01-23,turkey,1
1934,2016-02-27,soda,1
2513,2016-02-12,canned beer,1
3298,2016-01-28,canned beer,1
4214,2016-03-20,sausage,1
2480,2016-08-14,pork,1
4962,2016-03-29,Instant food products,1
3960,2016-06-20,frankfurter,1
2074,2016-01-23,oil,1
2625,2016-10-03,chicken,1
1557,2016-08-04,beef,1
2007,2016-08-28,dessert,1
2120,2016-10-07,pork,1
4289,2016-09-08,curd,1
2356,2016-01-31,chicken,1
4301,2016-09-30,whipped/sour cream,1
2950,2016-02-07,frankfurter,1
2263,2016-07-02,frankfurter,1
3186,2016-11-25,liver loaf,1
2655,2016-07-01,pork,1
1491,2016-06-18,frankfurter,1
2069,2016-02-10,pork,1
3012,2016-09-20,pork,1
2681,2016-02-24,soda,1
4144,2016-11-06,root vegetables,1
3919,2016-10-07,whipped/sour cream,1
2777,2016-06-01,chocolate,1
4119,2016-05-09,whole milk,1
3597,2016-06-23,pork,1
2110,2016-05-15,coffee,1
3523,2016-04-19,rolls/buns,1
3364,2016-09-14,citrus fruit,1
3759,2016-09-08,citrus fruit,1
4014,2016-11-15,soda,1
3140,2016-08-27,cream cheese,1
2787,2016-06-24,soda,1
2525,2016-11-16,chicken,1
2555,2016-12-05,frozen fish,1
2419,2016-04-07,sausage,1
4257,2016-08-21,beef,1
4267,2016-06-16,ham,1
2364,2016-09-08,chicken,1
4008,2016-05-04,herbs,1
1231,2016-06-28,grapes,1
1651,2016-05-06,tropical fruit,1
1371,2016-05-11,frankfurter,1
2501,2016-09-09,onions,1
1467,2016-05-02,sausage,1
1015,2016-05-04,citrus fruit,1
4697,2016-02-10,hamburger meat,1
2727,2016-09-30,frankfurter,1
3592,2016-06-10,sausage,1
1279,2016-07-19,root vegetables,1
1708,2016-04-02,oil,1
2305,2016-01-05,canned beer,1
3294,2016-07-03,newspapers,1
4147,2016-09-16,pip fruit,1
3850,2016-09-03,coffee,1
1624,2016-12-22,red/blush wine,1
3023,2016-05-06,onions,1
2771,2016-08-26,frankfurter,1
1144,2016-04-01,meat,1
3938,2016-05-18,whole milk,1
4180,2016-09-07,dessert,1
1053,2016-07-09,hamburger meat,1
2671,2016-07-27,chewing gum,1
2001,2016-09-09,bottled water,1
2095,2016-09-29,beverages,1
3245,2016-12-08,whole milk,1
4878,2016-04-18,citrus fruit,1
3489,2016-03-09,tropical fruit,1
3300,2016-07-25,cat food,1
3090,2016-02-14,whole milk,1
4441,2016-02-18,soda,1
1242,2016-05-18,sausage,1
1190,2016-06-11,root vegetables,1
1983,2016-07-06,berries,1
1872,2016-08-24,other vegetables,1
4291,2016-12-09,sausage,1
4400,2016-12-11,beverages,1
1628,2016-02-05,chicken,1
1345,2016-03-21,whole milk,1
2732,2016-04-02,sausage,1
3410,2016-10-29,ham,1
1920,2016-02-09,whole milk,1
3241,2016-09-20,root vegetables,1
2962,2016-04-26,citrus fruit,1
2492,2016-04-10,frankfurter,1
2416,2016-11-05,ice cream,1
1538,2016-03-08,sausage,1
3801,2016-10-23,root vegetables,1
3202,2016-09-29,ham,1
4471,2016-02-28,coffee,1
4939,2016-10-14,citrus fruit,1
2575,2016-03-13,pot plants,1
4419,2016-12-23,other vegetables,1
4217,2016-12-01,whole milk,1
1968,2016-01-10,zwieback,1
3084,2016-08-12,chicken,1
4807,2016-06-18,butter,1
4781,2016-11-22,ham,1
2432,2016-10-06,whole milk,1
2951,2016-09-05,citrus fruit,1
1452,2016-05-09,ham,1
1603,2016-07-23,canned beer,1
4727,2016-11-21,frankfurter,1
4751,2016-11-19,chicken,1
4296,2016-01-24,frankfurter,1
2555,2016-11-11,bottled beer,1
1416,2016-06-20,other vegetables,1
1919,2016-08-18,frozen potato products,1
2069,2016-07-02,chicken,1
4509,2016-07-23,sausage,1
4864,2016-07-22,canned beer,1
1575,2016-01-04,yogurt,1
2969,2016-09-28,frozen meals,1
4301,2016-12-20,canned fruit,1
3855,2016-12-02,butter,1
3202,2016-04-16,yogurt,1
2167,2016-03-14,citrus fruit,1
4148,2016-01-07,meat,1
2517,2016-01-28,root vegetables,1
2840,2016-03-24,frankfurter,1
1212,2016-06-19,tropical fruit,1
2735,2016-06-01,yogurt,1
1212,2016-07-31,root vegetables,1
1324,2016-03-26,yogurt,1
2431,2016-06-29,oil,1
4526,2016-06-08,citrus fruit,1
1662,2016-06-12,beef,1
3802,2016-10-15,citrus fruit,1
2532,2016-01-08,dessert,1
1316,2016-03-26,curd,1
2304,2016-07-01,bottled water,1
1955,2016-02-13,sausage,1
2243,2016-01-31,herbs,1
3859,2016-08-03,dog food,1
3156,2016-08-02,packaged fruit/vegetables,1
4605,2016-10-23,frankfurter,1
1864,2016-09-27,finished products,1
4102,2016-05-13,oil,1
4835,2016-05-22,curd,1
1668,2016-03-14,herbs,1
3130,2016-05-02,sausage,1
1110,2016-11-20,whole milk,1
2240,2016-07-07,sausage,1
4647,2016-02-17,soda,1
3872,2016-02-07,whole milk,1
3184,2016-10-24,root vegetables,1
4623,2016-07-08,sugar,1
2111,2016-02-25,cream cheese,1
3068,2016-06-19,other vegetables,1
4533,2016-05-21,frozen fruits,1
3926,2016-06-30,whipped/sour cream,1
1605,2016-06-18,yogurt,1
4468,2016-06-15,pork,1
2041,2016-09-24,grapes,1
3835,2016-05-11,whole milk,1
3601,2016-02-03,sausage,1
2307,2016-06-29,canned beer,1
1767,2016-04-18,meat,1
4251,2016-12-21,soda,1
1365,2016-11-02,bottled beer,1
1665,2016-04-11,whole milk,1
2447,2016-06-25,chicken,1
4825,2016-09-05,pip fruit,1
4844,2016-02-23,pork,1
3319,2016-03-03,oil,1
2536,2016-11-07,whole milk,1
1857,2016-08-10,pip fruit,1
4133,2016-07-27,root vegetables,1
2128,2016-06-20,ham,1
1793,2016-09-24,ice cream,1
3445,2016-02-15,sausage,1
2041,2016-07-17,detergent,1
1178,2016-03-23,oil,1
2080,2016-04-21,tropical fruit,1
1928,2016-09-17,photo/film,1
2884,2016-05-08,UHT-milk,1
3532,2016-01-25,meat,1
1892,2016-11-20,grapes,1
2880,2016-11-03,liver loaf,1
2033,2016-02-14,beef,1
3176,2016-01-17,root vegetables,1
3768,2016-01-16,pork,1
3404,2016-12-07,butter milk,1
3891,2016-11-22,brown bread,1
2974,2016-12-26,herbs,1
3831,2016-03-07,newspapers,1
1924,2016-03-02,brandy,1
4182,2016-08-21,pastry,1
1811,2016-05-24,beverages,1
1283,2016-11-13,UHT-milk,1
2154,2016-03-15,cream cheese,1
4543,2016-10-23,rolls/buns,1
4642,2016-12-03,rolls/buns,1
2360,2016-02-18,rolls/buns,1
3231,2016-03-31,sausage,1
1356,2016-09-08,hard cheese,1
4895,2016-08-10,canned beer,1
3390,2016-12-01,canned beer,1
4495,2016-03-06,citrus fruit,1
1202,2016-04-22,yogurt,1
1811,2016-09-23,yogurt,1
4996,2016-02-20,salty snack,1
3291,2016-08-02,tropical fruit,1
1878,2016-11-27,citrus fruit,1
1483,2016-06-27,rolls/buns,1
4683,2016-09-23,whipped/sour cream,1
4386,2016-09-08,citrus fruit,1
4825,2016-11-15,butter milk,1
2549,2016-05-13,other vegetables,1
4965,2016-10-11,canned beer,1
3251,2016-09-10,soda,1
4932,2016-11-20,tropical fruit,1
3986,2016-07-23,coffee,1
1616,2016-01-19,ham,1
1239,2016-07-02,whipped/sour cream,1
4993,2016-02-09,citrus fruit,1
2762,2016-12-18,dessert,1
1035,2016-09-08,whole milk,1
4717,2016-05-16,canned beer,1
4662,2016-11-17,rolls/buns,1
4267,2016-10-10,fish,1
3500,2016-01-18,meat,1
4866,2016-08-21,sausage,1
2492,2016-06-18,other vegetables,1
1044,2016-02-09,tropical fruit,1
2070,2016-12-19,baby cosmetics,1
3761,2016-08-06,citrus fruit,1
1145,2016-10-07,tropical fruit,1
3324,2016-06-06,spices,1
4455,2016-12-26,sausage,1
3465,2016-07-30,sausage,1
3940,2016-01-16,beef,1
4934,2016-10-31,canned beer,1
3793,2016-01-22,canned beer,1
2956,2016-12-02,rolls/buns,1
3662,2016-07-20,whole milk,1
3755,2016-04-14,root vegetables,1
4173,2016-05-11,yogurt,1
3353,2016-03-06,onions,1
2193,2016-09-03,hamburger meat,1
2086,2016-06-02,napkins,1
1570,2016-03-20,other vegetables,1
1233,2016-07-31,chicken,1
4647,2016-01-30,meat,1
3178,2016-01-03,rolls/buns,1
2765,2016-09-04,butter,1
