memberNumber,purchaseDate,itemName
2349,2016-02-26,sausage
1463,2016-12-24,sausage
3470,2016-02-19,root vegetables
4914,2016-11-29,whole milk
2448,2016-08-31,frankfurter
3387,2016-05-10,soda
3167,2016-11-04,soda
3175,2016-03-17,frankfurter
2678,2016-09-21,berries
4627,2016-12-18,canned beer
1773,2016-10-17,frankfurter
3100,2016-05-23,frankfurter
3232,2016-05-29,berries
3673,2016-08-12,frankfurter
4068,2016-11-19,newspapers
2340,2016-10-07,frozen fish
1930,2016-03-01,tropical fruit
3526,2016-06-02,beef
1617,2016-02-10,rolls/buns
1028,2016-07-11,specialty chocolate
4440,2016-12-01,sparkling wine
3554,2016-07-23,citrus fruit
1632,2016-12-15,onions
1429,2016-02-07,whole milk
1225,2016-05-20,photo/film
2509,2016-07-15,hamburger meat
4945,2016-08-02,other vegetables
4342,2016-03-18,whole milk
1832,2016-09-28,pork
1518,2016-06-21,tropical fruit
1512,2016-09-20,chicken
4818,2016-03-20,other vegetables
4686,2016-08-19,sausage
4986,2016-02-01,whole milk
2755,2016-02-06,rolls/buns
4532,2016-11-29,hygiene articles
2070,2016-08-16,ice cream
1894,2016-05-09,curd
3473,2016-01-25,whole milk
2140,2016-09-28,onions
3286,2016-12-23,finished products
4729,2016-04-08,salt
3204,2016-02-20,tropical fruit
1574,2016-04-18,other vegetables
3361,2016-07-22,chocolate
1776,2016-02-25,ice cream
2009,2016-10-11,tropical fruit
3479,2016-03-24,frankfurter
2394,2016-11-22,butter
1337,2016-12-25,other vegetables
3574,2016-06-13,tropical fruit
1727,2016-07-18,citrus fruit
1016,2016-10-05,UHT-milk
4326,2016-01-21,beef
2212,2016-09-22,curd
1990,2016-08-01,citrus fruit
3836,2016-12-06,yogurt
4560,2016-07-01,bottled beer
1119,2016-02-04,grapes
1379,2016-05-18,pork
1658,2016-09-03,sausage
2948,2016-06-16,frankfurter
1273,2016-05-04,artif. sweetener
1155,2016-12-27,frankfurter
1672,2016-02-05,pip fruit
3841,2016-04-02,frankfurter
1683,2016-08-20,whole milk
1774,2016-08-07,domestic eggs
4441,2016-06-17,packaged fruit/vegetables
1929,2016-05-02,chicken
1273,2016-01-31,pork
2920,2016-10-11,citrus fruit
2467,2016-04-18,light bulbs
2678,2016-11-28,cream cheese
3423,2016-06-02,sausage
4223,2016-07-19,citrus fruit
2846,2016-09-23,other vegetables
4103,2016-07-26,chicken
4789,2016-05-02,ice cream
4916,2016-02-26,pork
2518,2016-05-03,pork
2622,2016-03-07,onions
4321,2016-01-29,tropical fruit
2050,2016-06-28,whipped/sour cream
2146,2016-06-20,berries
3938,2016-05-26,berries
1636,2016-09-19,rolls/buns
4694,2016-07-29,ice cream
2432,2016-07-07,coffee
4937,2016-05-18,whole milk
1293,2016-03-01,whole milk
2883,2016-02-17,citrus fruit
2267,2016-01-30,beef
3997,2016-06-09,pork
4792,2016-07-20,turkey
2292,2016-03-25,margarine
1018,2016-05-23,butter milk
4922,2016-02-13,beef
3151,2016-09-25,bottled water
2517,2016-07-04,pip fruit
1499,2016-05-17,whole milk
4993,2016-01-21,chocolate
1606,2016-11-11,frankfurter
2918,2016-08-10,whole milk
1815,2016-01-13,sausage
4524,2016-07-05,grapes
1395,2016-06-11,brown bread
3456,2016-06-16,root vegetables
1597,2016-02-05,UHT-milk
2315,2016-05-02,onions
4095,2016-09-29,beef
3680,2016-11-24,pork
2847,2016-11-23,canned beer
3426,2016-10-25,yogurt
4750,2016-08-04,yogurt
1384,2016-08-09,pip fruit
3120,2016-08-09,meat
1081,2016-04-25,coffee
1171,2016-05-05,bottled water
4932,2016-07-08,bottled beer
4189,2016-09-11,sausage
4455,2016-09-09,shopping bags
2928,2016-02-11,pork
4817,2016-03-18,frankfurter
4257,2016-06-28,ice cream
4254,2016-07-20,root vegetables
4071,2016-09-19,sausage
2109,2016-10-28,sausage
1412,2016-07-05,root vegetables
4088,2016-09-23,canned vegetables
4056,2016-10-20,tropical fruit
4441,2016-05-05,grapes
4363,2016-07-01,whole milk
2107,2016-11-27,frankfurter
2941,2016-02-23,dessert
1497,2016-07-26,shopping bags
2211,2016-01-01,butter
3510,2016-01-02,frankfurter
4074,2016-05-27,pork
3190,2016-11-21,whole milk
2297,2016-03-01,brown bread
3311,2016-07-01,frozen fish
3085,2016-01-21,soda
3693,2016-11-16,whole milk
4859,2016-07-07,pork
2125,2016-06-25,whipped/sour cream
2261,2016-04-04,frankfurter
3679,2016-11-27,grapes
4165,2016-08-18,sausage
3538,2016-03-01,citrus fruit
3913,2016-02-19,ham
2336,2016-04-14,chewing gum
3549,2016-08-01,beef
4434,2016-09-21,beef
2854,2016-02-08,other vegetables
3413,2016-02-08,frankfurter
1780,2016-10-13,canned fish
2899,2016-09-06,sausage
2106,2016-08-13,bottled water
3929,2016-07-30,specialty cheese
3857,2016-10-01,bottled water
4459,2016-12-18,bottled water
4551,2016-07-28,chicken
4042,2016-12-17,frankfurter
2599,2016-05-06,chicken
1045,2016-11-25,chicken
4677,2016-01-24,butter
1580,2016-06-14,citrus fruit
3269,2016-10-07,whipped/sour cream
4368,2016-01-29,frankfurter
1111,2016-11-20,beef
4841,2016-09-13,chicken
3047,2016-09-07,sausage
4349,2016-03-14,citrus fruit
3580,2016-11-24,ice cream
2370,2016-07-18,specialty chocolate
3094,2016-06-28,frankfurter
1146,2016-09-12,pork
2287,2016-12-16,UHT-milk
3911,2016-08-23,UHT-milk
4891,2016-04-19,cookware
4837,2016-12-02,citrus fruit
4464,2016-10-21,sausage
2940,2016-10-18,frankfurter
4972,2016-02-06,citrus fruit
4890,2016-07-03,ham
4295,2016-07-17,ham
2729,2016-09-24,bottled water
1125,2016-11-19,popcorn
1850,2016-01-11,tropical fruit
2928,2016-09-22,frankfurter
3717,2016-05-30,hamburger meat
3809,2016-03-24,soda
3437,2016-02-02,sausage
1481,2016-01-17,yogurt
1050,2016-05-04,meat
2918,2016-03-16,red/blush wine
4499,2016-08-08,UHT-milk
4117,2016-01-06,brown bread
1630,2016-05-22,semi-finished bread
3715,2016-05-11,whole milk
3512,2016-11-17,cat food
1197,2016-04-27,citrus fruit
3958,2016-03-04,citrus fruit
4890,2016-09-14,meat
3112,2016-05-19,rolls/buns
4502,2016-11-22,root vegetables
4719,2016-06-01,tropical fruit
1516,2016-01-28,brown bread
4281,2016-10-18,shopping bags
1566,2016-04-30,grapes
4641,2016-11-29,ham
2561,2016-02-26,root vegetables
2344,2016-12-17,ice cream
2643,2016-04-21,tropical fruit
3236,2016-04-09,finished products
4863,2016-12-30,dessert
2264,2016-01-12,sparkling wine
3168,2016-03-20,other vegetables
1282,2016-11-18,misc. beverages
2832,2016-11-02,other vegetables
3067,2016-11-27,misc. beverages
1847,2016-04-17,dessert
3525,2016-02-14,frankfurter
1231,2016-10-14,sausage
3471,2016-03-28,meat
2421,2016-11-22,sausage
4092,2016-06-14,onions
1577,2016-03-16,beef
3463,2016-06-13,pip fruit
3518,2016-08-01,ham
4325,2016-10-14,yogurt
4947,2016-11-18,citrus fruit
2194,2016-01-11,other vegetables
2868,2016-03-20,pork
3211,2016-09-30,bathroom cleaner
4537,2016-01-01,ham
2243,2016-09-15,grapes
2399,2016-01-21,pastry
4133,2016-01-22,citrus fruit
2937,2016-06-17,photo/film
1029,2016-03-14,dessert
4384,2016-09-22,citrus fruit
3756,2016-07-22,soda
1646,2016-06-19,chewing gum
3066,2016-11-30,root vegetables
1259,2016-11-27,pork
2245,2016-01-28,turkey
3289,2016-03-01,tropical fruit
3742,2016-08-22,sausage
4537,2016-04-09,sausage
4531,2016-09-29,pork
3764,2016-10-05,sausage
1581,2016-08-13,grapes
2859,2016-02-11,grapes
2175,2016-03-06,other vegetables
1301,2016-11-03,pot plants
3465,2016-11-01,bottled water
2203,2016-06-27,prosecco
2113,2016-08-16,UHT-milk
3072,2016-01-26,bottled water
2805,2016-08-17,rolls/buns
2511,2016-07-14,specialty chocolate
2120,2016-01-26,beef
2346,2016-04-24,tropical fruit
2071,2016-10-14,beef
2610,2016-02-26,rolls/buns
3489,2016-11-18,berries
3458,2016-08-13,sausage
4869,2016-02-06,chicken
2580,2016-04-11,sausage
3305,2016-06-24,shopping bags
3811,2016-06-24,canned beer
1782,2016-08-16,soda
3050,2016-04-07,yogurt
4924,2016-09-14,rolls/buns
1480,2016-11-21,rolls/buns
3508,2016-08-15,whole milk
2545,2016-11-18,citrus fruit
3638,2016-06-06,citrus fruit
3971,2016-12-30,brown bread
4536,2016-04-06,tropical fruit
2707,2016-06-12,frankfurter
1382,2016-09-29,coffee
4648,2016-09-14,ham
2699,2016-04-18,other vegetables
3119,2016-02-05,sausage
4695,2016-09-09,pork
4778,2016-08-24,citrus fruit
3451,2016-04-26,tropical fruit
2221,2016-12-16,other vegetables
4217,2016-11-23,pork
1334,2016-06-07,chicken
2499,2016-11-22,root vegetables
3585,2016-07-21,citrus fruit
3161,2016-11-08,fruit/vegetable juice
2434,2016-06-06,beef
4448,2016-01-06,frankfurter
4597,2016-07-13,frankfurter
4584,2016-10-09,beef
1606,2016-03-10,ham
3323,2016-11-12,shopping bags
1308,2016-03-14,pork
1331,2016-10-07,condensed milk
2386,2016-01-30,chicken
3910,2016-02-28,sausage
4274,2016-08-01,bottled beer
3101,2016-01-21,chicken
4416,2016-12-23,finished products
2375,2016-12-09,pork
1819,2016-09-09,root vegetables
3981,2016-10-02,domestic eggs
3553,2016-06-01,domestic eggs
3846,2016-01-28,bottled water
3037,2016-02-23,cling film/bags
3469,2016-02-09,other vegetables
1601,2016-12-09,whole milk
4040,2016-03-03,sausage
3926,2016-06-07,sausage
4201,2016-10-14,tropical fruit
4274,2016-09-30,frankfurter
2665,2016-04-13,frozen potato products
3153,2016-10-08,frankfurter
2691,2016-09-07,frankfurter
4022,2016-07-31,chicken
3716,2016-11-10,tropical fruit
4537,2016-10-12,bottled beer
4875,2016-06-11,citrus fruit
3822,2016-09-25,hamburger meat
3609,2016-12-12,chicken
4428,2016-08-23,pork
3947,2016-04-16,rolls/buns
2448,2016-08-17,bottled water
2688,2016-04-11,sausage
3764,2016-07-24,frozen potato products
4523,2016-08-24,frankfurter
3698,2016-08-30,sausage
3898,2016-08-21,tropical fruit
1761,2016-10-02,bottled beer
2689,2016-01-11,bottled beer
1627,2016-04-11,rolls/buns
4629,2016-11-16,citrus fruit
2790,2016-12-30,yogurt
4496,2016-01-23,turkey
1934,2016-02-27,soda
2513,2016-02-12,canned beer
3298,2016-01-28,canned beer
4214,2016-03-20,sausage
2480,2016-08-14,pork
4962,2016-03-29,Instant food products
3960,2016-06-20,frankfurter
2074,2016-01-23,oil
2625,2016-10-03,chicken
1557,2016-08-04,beef
2007,2016-08-28,dessert
2120,2016-10-07,pork
4289,2016-09-08,curd
2356,2016-01-31,chicken
4301,2016-09-30,whipped/sour cream
2950,2016-02-07,frankfurter
2263,2016-07-02,frankfurter
3186,2016-11-25,liver loaf
2655,2016-07-01,pork
1491,2016-06-18,frankfurter
2069,2016-02-10,pork
3012,2016-09-20,pork
2681,2016-02-24,soda
4144,2016-11-06,root vegetables
3919,2016-10-07,whipped/sour cream
2777,2016-06-01,chocolate
4119,2016-05-09,whole milk
3597,2016-06-23,pork
2110,2016-05-15,coffee
3523,2016-04-19,rolls/buns
3364,2016-09-14,citrus fruit
3759,2016-09-08,citrus fruit
4014,2016-11-15,soda
3140,2016-08-27,cream cheese
2787,2016-06-24,soda
2525,2016-11-16,chicken
2555,2016-12-05,frozen fish
2419,2016-04-07,sausage
4257,2016-08-21,beef
4267,2016-06-16,ham
2364,2016-09-08,chicken
4008,2016-05-04,herbs
1231,2016-06-28,grapes
1651,2016-05-06,tropical fruit
1371,2016-05-11,frankfurter
2501,2016-09-09,onions
1467,2016-05-02,sausage
1015,2016-05-04,citrus fruit
4697,2016-02-10,hamburger meat
2727,2016-09-30,frankfurter
3592,2016-06-10,sausage
1279,2016-07-19,root vegetables
1708,2016-04-02,oil
2305,2016-01-05,canned beer
3294,2016-07-03,newspapers
4147,2016-09-16,pip fruit
3850,2016-09-03,coffee
1624,2016-12-22,red/blush wine
3023,2016-05-06,onions
2771,2016-08-26,frankfurter
1144,2016-04-01,meat
3938,2016-05-18,whole milk
4180,2016-09-07,dessert
1053,2016-07-09,hamburger meat
2671,2016-07-27,chewing gum
2001,2016-09-09,bottled water
2095,2016-09-29,beverages
3245,2016-12-08,whole milk
4878,2016-04-18,citrus fruit
3489,2016-03-09,tropical fruit
3300,2016-07-25,cat food
3090,2016-02-14,whole milk
4441,2016-02-18,soda
1242,2016-05-18,sausage
1190,2016-06-11,root vegetables
1983,2016-07-06,berries
1872,2016-08-24,other vegetables
4291,2016-12-09,sausage
4400,2016-12-11,beverages
1628,2016-02-05,chicken
1345,2016-03-21,whole milk
2732,2016-04-02,sausage
3410,2016-10-29,ham
1920,2016-02-09,whole milk
3241,2016-09-20,root vegetables
2962,2016-04-26,citrus fruit
2492,2016-04-10,frankfurter
2416,2016-11-05,ice cream
1538,2016-03-08,sausage
3801,2016-10-23,root vegetables
3202,2016-09-29,ham
4471,2016-02-28,coffee
4939,2016-10-14,citrus fruit
2575,2016-03-13,pot plants
4419,2016-12-23,other vegetables
4217,2016-12-01,whole milk
1968,2016-01-10,zwieback
3084,2016-08-12,chicken
4807,2016-06-18,butter
4781,2016-11-22,ham
2432,2016-10-06,whole milk
2951,2016-09-05,citrus fruit
1452,2016-05-09,ham
1603,2016-07-23,canned beer
4727,2016-11-21,frankfurter
4751,2016-11-19,chicken
4296,2016-01-24,frankfurter
2555,2016-11-11,bottled beer
1416,2016-06-20,other vegetables
1919,2016-08-18,frozen potato products
2069,2016-07-02,chicken
4509,2016-07-23,sausage
4864,2016-07-22,canned beer
1575,2016-01-04,yogurt
2969,2016-09-28,frozen meals
4301,2016-12-20,canned fruit
3855,2016-12-02,butter
3202,2016-04-16,yogurt
2167,2016-03-14,citrus fruit
4148,2016-01-07,meat
2517,2016-01-28,root vegetables
2840,2016-03-24,frankfurter
1212,2016-06-19,tropical fruit
2735,2016-06-01,yogurt
1212,2016-07-31,root vegetables
1324,2016-03-26,yogurt
2431,2016-06-29,oil
4526,2016-06-08,citrus fruit
1662,2016-06-12,beef
3802,2016-10-15,citrus fruit
2532,2016-01-08,dessert
1316,2016-03-26,curd
2304,2016-07-01,bottled water
1955,2016-02-13,sausage
2243,2016-01-31,herbs
3859,2016-08-03,dog food
3156,2016-08-02,packaged fruit/vegetables
4605,2016-10-23,frankfurter
1864,2016-09-27,finished products
4102,2016-05-13,oil
4835,2016-05-22,curd
1668,2016-03-14,herbs
3130,2016-05-02,sausage
1110,2016-11-20,whole milk
2240,2016-07-07,sausage
4647,2016-02-17,soda
3872,2016-02-07,whole milk
3184,2016-10-24,root vegetables
4623,2016-07-08,sugar
2111,2016-02-25,cream cheese
3068,2016-06-19,other vegetables
4533,2016-05-21,frozen fruits
3926,2016-06-30,whipped/sour cream
1605,2016-06-18,yogurt
4468,2016-06-15,pork
2041,2016-09-24,grapes
3835,2016-05-11,whole milk
3601,2016-02-03,sausage
2307,2016-06-29,canned beer
1767,2016-04-18,meat
4251,2016-12-21,soda
1365,2016-11-02,bottled beer
1665,2016-04-11,whole milk
2447,2016-06-25,chicken
4825,2016-09-05,pip fruit
4844,2016-02-23,pork
3319,2016-03-03,oil
2536,2016-11-07,whole milk
1857,2016-08-10,pip fruit
4133,2016-07-27,root vegetables
2128,2016-06-20,ham
1793,2016-09-24,ice cream
3445,2016-02-15,sausage
2041,2016-07-17,detergent
1178,2016-03-23,oil
2080,2016-04-21,tropical fruit
1928,2016-09-17,photo/film
2884,2016-05-08,UHT-milk
3532,2016-01-25,meat
1892,2016-11-20,grapes
2880,2016-11-03,liver loaf
2033,2016-02-14,beef
3176,2016-01-17,root vegetables
3768,2016-01-16,pork
3404,2016-12-07,butter milk
3891,2016-11-22,brown bread
2974,2016-12-26,herbs
3831,2016-03-07,newspapers
1924,2016-03-02,brandy
4182,2016-08-21,pastry
1811,2016-05-24,beverages
1283,2016-11-13,UHT-milk
2154,2016-03-15,cream cheese
4543,2016-10-23,rolls/buns
4642,2016-12-03,rolls/buns
2360,2016-02-18,rolls/buns
3231,2016-03-31,sausage
1356,2016-09-08,hard cheese
4895,2016-08-10,canned beer
3390,2016-12-01,canned beer
4495,2016-03-06,citrus fruit
1202,2016-04-22,yogurt
1811,2016-09-23,yogurt
4996,2016-02-20,salty snack
3291,2016-08-02,tropical fruit
1878,2016-11-27,citrus fruit
1483,2016-06-27,rolls/buns
4683,2016-09-23,whipped/sour cream
4386,2016-09-08,citrus fruit
4825,2016-11-15,butter milk
2549,2016-05-13,other vegetables
4965,2016-10-11,canned beer
3251,2016-09-10,soda
4932,2016-11-20,tropical fruit
3986,2016-07-23,coffee
1616,2016-01-19,ham
1239,2016-07-02,whipped/sour cream
4993,2016-02-09,citrus fruit
2762,2016-12-18,dessert
1035,2016-09-08,whole milk
4717,2016-05-16,canned beer
4662,2016-11-17,rolls/buns
4267,2016-10-10,fish
3500,2016-01-18,meat
4866,2016-08-21,sausage
2492,2016-06-18,other vegetables
1044,2016-02-09,tropical fruit
2070,2016-12-19,baby cosmetics
3761,2016-08-06,citrus fruit
1145,2016-10-07,tropical fruit
3324,2016-06-06,spices
4455,2016-12-26,sausage
3465,2016-07-30,sausage
3940,2016-01-16,beef
4934,2016-10-31,canned beer
3793,2016-01-22,canned beer
2956,2016-12-02,rolls/buns
3662,2016-07-20,whole milk
3755,2016-04-14,root vegetables
4173,2016-05-11,yogurt
3353,2016-03-06,onions
2193,2016-09-03,hamburger meat
2086,2016-06-02,napkins
1570,2016-03-20,other vegetables
1233,2016-07-31,chicken
4647,2016-01-30,meat
3178,2016-01-03,rolls/buns
2765,2016-09-04,butter
4221,2016-01-04,sausage
4265,2016-12-12,rolls/buns
3532,2016-05-26,other vegetables
1967,2016-09-03,frankfurter
3474,2016-02-25,newspapers
4075,2016-01-05,turkey
1551,2016-05-11,onions
4609,2016-11-07,whole milk
1975,2016-09-26,yogurt
4859,2016-09-09,whipped/sour cream
1502,2016-10-31,frozen vegetables
1901,2016-04-21,citrus fruit
4487,2016-07-20,onions
3364,2016-06-29,sausage
2537,2016-10-14,other vegetables
4719,2016-08-22,frankfurter
2348,2016-12-11,domestic eggs
4294,2016-12-03,rolls/buns
3774,2016-01-12,bottled beer
2250,2016-10-15,waffles
3034,2016-05-07,condensed milk
1799,2016-08-07,canned beer
1278,2016-11-07,meat
2837,2016-04-22,whole milk
3056,2016-08-15,liver loaf
2447,2016-10-15,frankfurter
1452,2016-10-27,chicken
4838,2016-01-31,frankfurter
4822,2016-07-04,pip fruit
2571,2016-05-02,root vegetables
4310,2016-02-27,pip fruit
2133,2016-07-11,pork
3568,2016-10-17,other vegetables
4474,2016-11-10,pastry
3354,2016-01-27,sausage
2389,2016-06-04,processed cheese
1742,2016-07-05,napkins
2574,2016-05-18,meat
4498,2016-04-07,pastry
4612,2016-04-30,sausage
1075,2016-01-29,pip fruit
1371,2016-01-22,frozen vegetables
2960,2016-06-21,citrus fruit
4434,2016-02-23,other vegetables
1378,2016-10-12,frankfurter
1615,2016-01-25,sausage
2503,2016-02-08,beef
2381,2016-04-01,hamburger meat
1613,2016-08-25,yogurt
1031,2016-08-26,beverages
3200,2016-04-01,whole milk
1138,2016-02-24,rolls/buns
4958,2016-05-24,tropical fruit
